id_usuario,q1_energia_cognitiva,q2_tension_fisica,q3_rumiacion,q4_activacion_negativa,target_perfil_estres
U-1484,3,1,3,1,Burnout
U-1485,2,2,1,3,Burnout
U-1486,2,1,3,3,Fatiga_Fisica
U-1487,1,1,1,3,Burnout
U-1488,2,1,3,3,Burnout
U-1489,1,3,1,1,Burnout
U-1490,2,1,2,2,Burnout
U-1491,2,3,2,2,Burnout
U-1492,3,2,1,2,Burnout
U-1493,1,1,2,3,Burnout
U-1494,1,3,3,3,Burnout
U-1495,1,2,2,2,Burnout
U-1496,2,2,2,1,Burnout
U-1497,1,4,2,2,Burnout
U-1498,1,2,1,3,Burnout
U-1499,1,2,3,3,Burnout
U-1500,1,2,2,1,Burnout
U-1501,3,2,3,3,Fatiga_Fisica
U-1502,2,3,1,1,Burnout
U-1503,2,4,2,2,Burnout
U-1504,2,4,3,3,Burnout
U-1505,2,2,2,2,Burnout
U-1506,1,3,3,2,Burnout
U-1507,3,2,3,1,Hiperactividad_Ansiosa
U-1508,2,4,3,1,Hiperactividad_Ansiosa
U-1509,1,2,1,2,Burnout
U-1510,2,2,3,3,Burnout
U-1511,3,4,3,2,Burnout
U-1512,1,3,3,2,Burnout
U-1513,1,1,2,2,Burnout
U-1514,1,4,1,3,Burnout
U-1515,1,1,2,2,Burnout
U-1516,3,3,2,2,Burnout
U-1517,1,1,2,3,Burnout
U-1518,1,1,2,2,Burnout
U-1519,1,2,3,3,Burnout
U-1520,2,4,3,1,Burnout
U-1521,3,1,2,1,Burnout
U-1522,1,1,2,2,Hiperactividad_Ansiosa
U-1523,3,2,3,2,Burnout
U-1524,3,2,3,1,Burnout
U-1525,2,3,2,3,Burnout
U-1526,1,1,3,2,Fatiga_Fisica
U-1527,1,4,3,3,Burnout
U-1528,1,2,2,3,Burnout
U-1529,1,2,1,2,Burnout
U-1530,1,4,1,2,Burnout
U-1531,2,1,2,2,Burnout
U-1532,2,1,3,1,Burnout
U-1533,3,3,3,2,Burnout
U-1534,2,2,3,1,Burnout
U-1535,1,2,3,2,Burnout
U-1536,1,2,3,3,Burnout
U-1537,2,1,3,2,Burnout
U-1538,2,4,1,2,Burnout
U-1539,1,2,2,2,Burnout
U-1540,2,1,3,3,Burnout
U-1541,2,3,1,2,Burnout
U-1542,3,2,3,3,Burnout
U-1543,3,2,1,1,Burnout
U-1544,2,2,2,3,Burnout
U-1545,3,1,3,3,Burnout
U-1546,1,3,3,1,Burnout
U-1547,1,1,3,2,Burnout
U-1548,2,3,2,2,Burnout
U-1549,1,2,3,2,Fatiga_Fisica
U-1550,2,1,3,3,Burnout
U-1551,1,3,2,1,Burnout
U-1552,2,2,2,1,Fatiga_Fisica
U-1553,2,3,3,1,Burnout
U-1554,1,2,3,1,Burnout
U-1555,2,2,3,1,Fatiga_Fisica
U-1556,1,2,3,2,Burnout
U-1557,1,4,3,2,Burnout
U-1558,1,2,3,2,Hiperactividad_Ansiosa
U-1559,3,1,1,1,Burnout
U-1560,3,1,2,2,Burnout
U-1561,3,2,3,3,Burnout
U-1562,1,3,3,2,Burnout
U-1563,1,3,3,2,Burnout
U-1564,2,2,3,3,Burnout
U-1565,1,3,3,2,Burnout
U-1566,2,2,3,1,Burnout
U-1567,2,2,2,3,Burnout
U-1568,1,1,2,2,Burnout
U-1569,1,3,2,3,Burnout
U-1570,1,2,3,3,Burnout
U-1571,1,3,3,1,Burnout
U-1572,3,3,1,3,Burnout
U-1573,1,2,2,3,Burnout
U-1574,1,1,2,2,Burnout
U-1575,1,3,3,3,Burnout
U-1576,2,2,3,3,Burnout
U-1577,1,1,3,3,Burnout
U-1578,1,2,2,2,Burnout
U-1579,2,3,3,1,Burnout
U-1580,1,1,1,1,Burnout
U-1581,1,1,2,3,Burnout
U-1582,3,4,3,2,Burnout
U-1583,3,1,2,2,Burnout
U-1584,1,1,3,1,Burnout
U-1585,3,4,2,2,Burnout
U-1586,2,3,3,2,Burnout
U-1587,1,2,1,2,Burnout
U-1588,2,1,1,3,Fatiga_Fisica
U-1589,2,2,2,2,Burnout
U-1590,2,2,2,3,Burnout
U-1591,2,1,2,3,Burnout
U-1592,2,1,2,1,Burnout
U-1593,3,2,2,2,Burnout
U-1594,1,2,2,2,Burnout
U-1595,1,2,2,2,Burnout
U-1596,1,2,2,1,Burnout
U-1597,1,1,2,2,Burnout
U-1598,1,1,2,1,Burnout
U-1599,2,1,3,2,Burnout
U-1600,1,2,2,3,Burnout
U-1601,1,1,3,3,Burnout
U-1602,1,4,3,3,Burnout
U-1603,1,3,2,2,Burnout
U-1604,2,2,1,3,Burnout
U-1605,2,1,2,2,Fatiga_Fisica
U-1606,2,1,1,3,Burnout
U-1607,2,3,3,1,Burnout
U-1608,2,2,3,3,Burnout
U-1609,2,2,2,2,Burnout
U-1610,2,2,2,2,Burnout
U-1611,1,1,3,2,Hiperactividad_Ansiosa
U-1612,1,3,2,3,Burnout
U-1613,3,3,3,2,Burnout
U-1614,1,3,3,2,Burnout
U-1615,1,1,3,2,Burnout
U-1616,2,4,3,2,Burnout
U-1617,2,2,2,3,Burnout
U-1618,1,2,3,1,Hiperactividad_Ansiosa
U-1619,2,1,3,1,Burnout
U-1620,1,1,3,3,Burnout
U-1621,2,4,3,1,Burnout
U-1622,3,2,1,3,Burnout
U-1623,1,2,3,3,Burnout
U-1624,1,2,3,3,Burnout
U-1625,1,2,2,2,Burnout
U-1626,2,1,3,3,Fatiga_Fisica
U-1627,2,2,3,2,Burnout
U-1628,3,2,3,1,Burnout
U-1629,1,4,3,2,Burnout
U-1630,3,3,1,3,Burnout
U-1631,2,3,3,3,Fatiga_Fisica
U-1632,2,3,2,1,Burnout
U-1633,1,1,3,3,Burnout
U-1634,1,1,3,2,Burnout
U-1635,3,2,2,3,Hiperactividad_Ansiosa
U-1636,2,1,1,1,Burnout
U-1637,1,1,1,2,Burnout
U-1638,1,2,2,2,Burnout
U-1639,2,2,3,1,Burnout
U-1640,1,3,2,2,Burnout
U-1641,2,2,2,2,Burnout
U-1642,1,3,3,3,Burnout
U-1643,1,2,3,1,Burnout
U-1644,1,4,2,1,Burnout
U-1645,1,1,3,3,Burnout
U-1646,2,2,2,1,Burnout
U-1647,2,3,2,3,Burnout
U-1648,1,3,3,3,Burnout
U-1649,2,2,3,2,Burnout
U-1650,2,2,3,1,Fatiga_Fisica
U-1651,1,3,3,3,Burnout
U-1652,2,4,3,1,Burnout
U-1653,1,4,3,1,Burnout
U-1654,2,2,2,2,Fatiga_Fisica
U-1655,1,3,2,3,Burnout
U-1656,1,2,2,2,Burnout
U-1657,2,1,3,2,Burnout
U-1658,2,3,2,2,Burnout
U-1659,1,3,3,2,Burnout
U-1660,2,2,2,2,Burnout
U-1661,1,2,2,1,Hiperactividad_Ansiosa
U-1662,1,2,1,2,Hiperactividad_Ansiosa
U-1663,3,2,3,1,Burnout
U-1664,1,2,3,3,Burnout
U-1665,1,3,2,2,Burnout
U-1666,1,2,2,2,Burnout
U-1667,2,4,3,2,Fatiga_Fisica
U-1668,1,4,3,2,Fatiga_Fisica
U-1669,3,4,2,2,Hiperactividad_Ansiosa
U-1670,3,3,1,1,Fatiga_Fisica
U-1671,2,3,3,3,Burnout
U-1672,1,4,1,2,Fatiga_Fisica
U-1673,1,3,2,2,Fatiga_Fisica
U-1674,2,2,1,2,Fatiga_Fisica
U-1675,1,4,1,1,Hiperactividad_Ansiosa
U-1676,2,4,3,2,Fatiga_Fisica
U-1677,2,4,1,1,Fatiga_Fisica
U-1678,1,4,1,1,Fatiga_Fisica
U-1679,1,2,1,2,Fatiga_Fisica
U-1680,2,4,1,2,Fatiga_Fisica
U-1681,1,4,2,1,Fatiga_Fisica
U-1682,1,4,2,2,Fatiga_Fisica
U-1683,1,4,1,2,Fatiga_Fisica
U-1684,3,2,3,2,Fatiga_Fisica
U-1685,1,3,1,1,Fatiga_Fisica
U-1686,1,3,2,2,Fatiga_Fisica
U-1687,1,3,1,2,Hiperactividad_Ansiosa
U-1688,1,4,3,3,Fatiga_Fisica
U-1689,3,3,3,1,Hiperactividad_Ansiosa
U-1690,3,4,3,3,Fatiga_Fisica
U-1691,3,4,1,3,Fatiga_Fisica
U-1692,2,4,1,3,Fatiga_Fisica
U-1693,1,4,1,2,Fatiga_Fisica
U-1694,2,3,2,1,Fatiga_Fisica
U-1695,1,4,3,1,Fatiga_Fisica
U-1696,3,4,2,1,Burnout
U-1697,3,3,3,1,Fatiga_Fisica
U-1698,1,3,2,1,Fatiga_Fisica
U-1699,1,4,1,2,Fatiga_Fisica
U-1700,1,2,1,2,Fatiga_Fisica
U-1701,1,4,1,2,Fatiga_Fisica
U-1702,2,4,2,2,Fatiga_Fisica
U-1703,1,3,2,1,Fatiga_Fisica
U-1704,3,3,2,3,Fatiga_Fisica
U-1705,2,3,2,2,Burnout
U-1706,2,2,1,3,Fatiga_Fisica
U-1707,2,4,2,3,Fatiga_Fisica
U-1708,1,3,3,1,Fatiga_Fisica
U-1709,3,2,1,3,Fatiga_Fisica
U-1710,2,3,2,2,Fatiga_Fisica
U-1711,1,3,2,2,Fatiga_Fisica
U-1712,1,3,1,3,Fatiga_Fisica
U-1713,2,2,1,2,Fatiga_Fisica
U-1714,2,3,3,2,Fatiga_Fisica
U-1715,2,3,3,1,Fatiga_Fisica
U-1716,2,3,1,1,Fatiga_Fisica
U-1717,1,3,3,2,Fatiga_Fisica
U-1718,3,4,1,1,Fatiga_Fisica
U-1719,3,4,1,1,Fatiga_Fisica
U-1720,3,2,3,3,Fatiga_Fisica
U-1721,2,3,2,1,Fatiga_Fisica
U-1722,2,3,3,1,Fatiga_Fisica
U-1723,2,3,2,3,Fatiga_Fisica
U-1724,1,2,3,3,Fatiga_Fisica
U-1725,3,3,2,2,Fatiga_Fisica
U-1726,2,3,3,1,Fatiga_Fisica
U-1727,2,4,2,3,Fatiga_Fisica
U-1728,1,2,1,3,Burnout
U-1729,1,3,2,2,Hiperactividad_Ansiosa
U-1730,1,3,2,1,Burnout
U-1731,1,3,1,1,Fatiga_Fisica
U-1732,2,3,1,2,Burnout
U-1733,1,4,1,1,Fatiga_Fisica
U-1734,2,3,3,1,Fatiga_Fisica
U-1735,3,3,2,1,Fatiga_Fisica
U-1736,2,2,2,1,Fatiga_Fisica
U-1737,1,3,1,2,Fatiga_Fisica
U-1738,2,3,3,2,Fatiga_Fisica
U-1739,1,4,2,3,Burnout
U-1740,1,3,3,1,Fatiga_Fisica
U-1741,2,2,2,1,Fatiga_Fisica
U-1742,2,4,1,2,Fatiga_Fisica
U-1743,2,1,2,2,Fatiga_Fisica
U-1744,1,3,3,3,Fatiga_Fisica
U-1745,2,3,2,2,Fatiga_Fisica
U-1746,1,4,3,3,Fatiga_Fisica
U-1747,1,3,1,3,Fatiga_Fisica
U-1748,2,2,3,3,Fatiga_Fisica
U-1749,2,1,1,1,Fatiga_Fisica
U-1750,2,3,2,2,Fatiga_Fisica
U-1751,1,2,2,1,Fatiga_Fisica
U-1752,2,3,3,2,Fatiga_Fisica
U-1753,3,3,1,2,Fatiga_Fisica
U-1754,2,4,2,2,Fatiga_Fisica
U-1755,1,3,2,3,Fatiga_Fisica
U-1756,2,3,1,2,Fatiga_Fisica
U-1757,1,1,3,3,Fatiga_Fisica
U-1758,2,1,1,1,Fatiga_Fisica
U-1759,1,4,3,2,Fatiga_Fisica
U-1760,3,4,1,2,Fatiga_Fisica
U-1761,1,4,2,3,Hiperactividad_Ansiosa
U-1762,1,3,2,1,Fatiga_Fisica
U-1763,1,3,1,2,Fatiga_Fisica
U-1764,1,4,2,2,Fatiga_Fisica
U-1765,1,1,2,2,Fatiga_Fisica
U-1766,1,3,3,2,Fatiga_Fisica
U-1767,2,3,2,3,Fatiga_Fisica
U-1768,1,4,2,1,Fatiga_Fisica
U-1769,2,4,2,1,Fatiga_Fisica
U-1770,1,3,1,1,Fatiga_Fisica
U-1771,1,4,3,3,Fatiga_Fisica
U-1772,2,3,2,2,Burnout
U-1773,1,2,2,2,Fatiga_Fisica
U-1774,2,2,2,3,Hiperactividad_Ansiosa
U-1775,2,3,2,1,Fatiga_Fisica
U-1776,1,2,3,2,Fatiga_Fisica
U-1777,1,4,2,1,Fatiga_Fisica
U-1778,3,4,2,2,Fatiga_Fisica
U-1779,1,4,3,3,Fatiga_Fisica
U-1780,2,3,1,2,Fatiga_Fisica
U-1781,2,2,1,2,Hiperactividad_Ansiosa
U-1782,2,2,2,3,Fatiga_Fisica
U-1783,1,3,3,2,Fatiga_Fisica
U-1784,2,4,2,2,Fatiga_Fisica
U-1785,1,3,1,2,Fatiga_Fisica
U-1786,2,3,2,3,Burnout
U-1787,2,3,3,1,Fatiga_Fisica
U-1788,3,2,3,1,Fatiga_Fisica
U-1789,1,4,1,2,Fatiga_Fisica
U-1790,1,3,1,2,Fatiga_Fisica
U-1791,2,3,2,2,Fatiga_Fisica
U-1792,3,4,3,2,Fatiga_Fisica
U-1793,2,4,2,2,Fatiga_Fisica
U-1794,1,3,2,2,Fatiga_Fisica
U-1795,2,4,3,2,Fatiga_Fisica
U-1796,1,3,2,1,Fatiga_Fisica
U-1797,2,3,3,2,Hiperactividad_Ansiosa
U-1798,2,3,3,2,Fatiga_Fisica
U-1799,2,1,2,2,Fatiga_Fisica
U-1800,1,4,2,2,Fatiga_Fisica
U-1801,2,4,2,1,Fatiga_Fisica
U-1802,3,2,2,2,Fatiga_Fisica
U-1803,1,4,2,2,Fatiga_Fisica
U-1804,3,4,1,3,Fatiga_Fisica
U-1805,1,4,2,2,Burnout
U-1806,3,3,2,1,Fatiga_Fisica
U-1807,1,3,1,2,Fatiga_Fisica
U-1808,1,3,2,2,Fatiga_Fisica
U-1809,2,2,1,2,Fatiga_Fisica
U-1810,3,4,3,1,Fatiga_Fisica
U-1811,2,3,3,2,Fatiga_Fisica
U-1812,2,2,1,2,Fatiga_Fisica
U-1813,1,3,1,3,Fatiga_Fisica
U-1814,2,3,2,2,Fatiga_Fisica
U-1815,2,3,3,1,Fatiga_Fisica
U-1816,2,3,2,1,Fatiga_Fisica
U-1817,1,4,2,3,Fatiga_Fisica
U-1818,2,3,2,1,Fatiga_Fisica
U-1819,1,2,2,2,Fatiga_Fisica
U-1820,1,4,2,3,Hiperactividad_Ansiosa
U-1821,2,3,3,1,Fatiga_Fisica
U-1822,2,4,2,2,Fatiga_Fisica
U-1823,2,3,1,2,Fatiga_Fisica
U-1824,2,1,3,1,Burnout
U-1825,1,3,1,2,Fatiga_Fisica
U-1826,1,3,2,2,Burnout
U-1827,2,2,2,3,Fatiga_Fisica
U-1828,1,4,3,2,Fatiga_Fisica
U-1829,1,4,2,1,Fatiga_Fisica
U-1830,1,3,2,3,Fatiga_Fisica
U-1831,1,3,2,2,Fatiga_Fisica
U-1832,3,4,3,1,Fatiga_Fisica
U-1833,1,4,3,3,Fatiga_Fisica
U-1834,2,2,2,2,Fatiga_Fisica
U-1835,2,4,2,1,Fatiga_Fisica
U-1836,2,4,2,1,Fatiga_Fisica
U-1837,2,3,2,2,Fatiga_Fisica
U-1838,3,1,3,2,Fatiga_Fisica
U-1839,3,3,1,2,Fatiga_Fisica
U-1840,3,1,2,2,Fatiga_Fisica
U-1841,2,4,2,3,Fatiga_Fisica
U-1842,2,3,3,2,Fatiga_Fisica
U-1843,1,3,2,3,Fatiga_Fisica
U-1844,2,4,1,1,Fatiga_Fisica
U-1845,1,4,2,2,Hiperactividad_Ansiosa
U-1846,1,4,2,1,Fatiga_Fisica
U-1847,2,4,3,1,Fatiga_Fisica
U-1848,2,3,1,1,Fatiga_Fisica
U-1849,2,3,1,2,Fatiga_Fisica
U-1850,2,4,2,2,Fatiga_Fisica
U-1851,3,4,3,2,Hiperactividad_Ansiosa
U-1852,2,2,3,2,Fatiga_Fisica
U-1853,3,2,3,2,Fatiga_Fisica
U-1854,3,3,2,3,Fatiga_Fisica
U-1855,1,2,1,1,Fatiga_Fisica
U-1856,1,4,2,2,Fatiga_Fisica
U-1857,2,4,1,2,Fatiga_Fisica
U-1858,2,3,2,1,Fatiga_Fisica
U-1859,1,3,3,1,Fatiga_Fisica
U-1860,1,2,1,2,Fatiga_Fisica
U-1861,2,3,2,3,Hiperactividad_Ansiosa
U-1862,1,4,1,3,Fatiga_Fisica
U-1863,1,3,2,2,Fatiga_Fisica
U-1864,2,4,1,2,Fatiga_Fisica
U-1865,2,3,2,1,Fatiga_Fisica
U-1866,2,3,3,3,Fatiga_Fisica
U-1867,3,3,2,2,Fatiga_Fisica
U-1868,2,3,1,1,Fatiga_Fisica
U-1869,3,4,2,2,Fatiga_Fisica
U-1870,1,4,2,2,Fatiga_Fisica
U-1871,2,3,2,1,Fatiga_Fisica
U-1872,1,4,1,3,Fatiga_Fisica
U-1873,3,4,2,2,Hiperactividad_Ansiosa
U-1874,3,3,2,2,Fatiga_Fisica
U-1875,3,3,2,3,Fatiga_Fisica
U-1876,2,3,1,2,Fatiga_Fisica
U-1877,2,3,3,3,Fatiga_Fisica
U-1878,3,2,3,3,Fatiga_Fisica
U-1879,3,3,2,1,Fatiga_Fisica
U-1880,2,4,2,1,Fatiga_Fisica
U-1881,3,2,2,3,Fatiga_Fisica
U-1882,2,3,2,2,Fatiga_Fisica
U-1883,3,4,2,2,Fatiga_Fisica
U-1884,2,3,3,1,Fatiga_Fisica
U-1885,2,1,2,3,Fatiga_Fisica
U-1886,2,2,3,3,Fatiga_Fisica
U-1887,2,3,2,1,Fatiga_Fisica
U-1888,1,3,2,2,Fatiga_Fisica
U-1889,2,3,2,1,Fatiga_Fisica
U-1890,1,1,1,2,Hiperactividad_Ansiosa
U-1891,2,4,2,2,Fatiga_Fisica
U-1892,2,4,1,3,Fatiga_Fisica
U-1893,3,3,1,3,Fatiga_Fisica
U-1894,1,3,2,3,Fatiga_Fisica
U-1895,3,4,2,2,Fatiga_Fisica
U-1896,2,4,2,3,Fatiga_Fisica
U-1897,2,4,1,1,Fatiga_Fisica
U-1898,2,4,1,1,Fatiga_Fisica
U-1899,2,1,2,3,Fatiga_Fisica
U-1900,2,3,1,2,Fatiga_Fisica
U-1901,1,4,3,2,Burnout
U-1902,2,3,1,3,Burnout
U-1903,3,3,2,1,Fatiga_Fisica
U-1904,1,4,2,3,Fatiga_Fisica
U-1905,1,3,1,3,Fatiga_Fisica
U-1906,3,2,3,1,Fatiga_Fisica
U-1907,2,2,2,2,Fatiga_Fisica
U-1908,2,4,2,2,Fatiga_Fisica
U-1909,2,4,3,1,Fatiga_Fisica
U-1910,2,3,2,1,Fatiga_Fisica
U-1911,2,3,2,2,Fatiga_Fisica
U-1912,2,2,1,3,Fatiga_Fisica
U-1913,1,4,2,1,Fatiga_Fisica
U-1914,2,4,1,1,Fatiga_Fisica
U-1915,1,4,2,2,Fatiga_Fisica
U-1916,2,3,1,2,Fatiga_Fisica
U-1917,2,3,2,2,Fatiga_Fisica
U-1918,2,3,1,3,Fatiga_Fisica
U-1919,1,4,3,1,Fatiga_Fisica
U-1920,2,1,3,1,Fatiga_Fisica
U-1921,1,3,1,3,Fatiga_Fisica
U-1922,1,4,1,2,Fatiga_Fisica
U-1923,2,4,2,2,Fatiga_Fisica
U-1924,1,4,3,2,Fatiga_Fisica
U-1925,2,3,3,2,Burnout
U-1926,2,2,1,1,Fatiga_Fisica
U-1927,1,3,3,1,Fatiga_Fisica
U-1928,3,4,2,2,Fatiga_Fisica
U-1929,1,3,2,2,Fatiga_Fisica
U-1930,1,4,3,2,Fatiga_Fisica
U-1931,2,4,2,1,Fatiga_Fisica
U-1932,2,2,3,1,Burnout
U-1933,1,3,2,3,Fatiga_Fisica
U-1934,1,4,2,2,Fatiga_Fisica
U-1935,3,3,2,1,Fatiga_Fisica
U-1936,1,2,2,1,Fatiga_Fisica
U-1937,3,3,2,2,Fatiga_Fisica
U-1938,2,4,2,3,Fatiga_Fisica
U-1939,1,2,2,2,Fatiga_Fisica
U-1940,3,4,2,1,Fatiga_Fisica
U-1941,1,3,1,3,Fatiga_Fisica
U-1942,2,4,1,3,Fatiga_Fisica
U-1943,2,3,1,1,Fatiga_Fisica
U-1944,2,4,1,1,Fatiga_Fisica
U-1945,3,4,2,1,Fatiga_Fisica
U-1946,1,4,3,1,Fatiga_Fisica
U-1947,1,4,1,3,Fatiga_Fisica
U-1948,1,3,1,3,Fatiga_Fisica
U-1949,3,3,2,2,Fatiga_Fisica
U-1950,3,4,2,3,Fatiga_Fisica
U-1951,1,3,2,2,Fatiga_Fisica
U-1952,2,3,3,1,Fatiga_Fisica
U-1953,1,4,2,1,Fatiga_Fisica
U-1954,3,4,1,3,Fatiga_Fisica
U-1955,1,4,1,1,Fatiga_Fisica
U-1956,2,1,2,1,Fatiga_Fisica
U-1957,2,4,2,1,Fatiga_Fisica
U-1958,3,4,2,3,Fatiga_Fisica
U-1959,1,3,2,3,Fatiga_Fisica
U-1960,1,1,2,2,Fatiga_Fisica
U-1961,2,4,2,1,Fatiga_Fisica
U-1962,1,3,1,3,Fatiga_Fisica
U-1963,3,3,3,3,Fatiga_Fisica
U-1964,2,4,1,2,Fatiga_Fisica
U-1965,2,3,2,3,Fatiga_Fisica
U-1966,1,4,1,1,Hiperactividad_Ansiosa
U-1967,1,3,1,1,Fatiga_Fisica
U-1968,2,3,2,2,Fatiga_Fisica
U-1969,3,3,2,1,Fatiga_Fisica
U-1970,2,4,2,3,Fatiga_Fisica
U-1971,2,4,1,2,Hiperactividad_Ansiosa
U-1972,2,3,2,3,Fatiga_Fisica
U-1973,1,3,2,1,Fatiga_Fisica
U-1974,3,3,3,1,Fatiga_Fisica
U-1975,2,4,2,1,Fatiga_Fisica
U-1976,2,3,3,1,Fatiga_Fisica
U-1977,1,3,1,3,Fatiga_Fisica
U-1978,3,2,3,2,Burnout
U-1979,3,2,3,1,Hiperactividad_Ansiosa
U-1980,2,4,2,2,Hiperactividad_Ansiosa
U-1981,2,4,3,1,Fatiga_Fisica
U-1982,2,4,1,3,Fatiga_Fisica
U-1983,3,3,1,1,Fatiga_Fisica
U-1984,2,3,2,2,Fatiga_Fisica
U-1985,1,2,2,2,Fatiga_Fisica
U-1986,2,2,3,1,Fatiga_Fisica
U-1987,3,4,3,2,Fatiga_Fisica
U-1988,2,3,2,1,Fatiga_Fisica
U-1989,2,4,2,2,Fatiga_Fisica
U-1990,1,3,2,2,Fatiga_Fisica
U-1991,2,3,2,3,Fatiga_Fisica
U-1992,1,4,3,2,Fatiga_Fisica
U-1993,1,4,1,2,Fatiga_Fisica
U-1994,2,4,2,1,Fatiga_Fisica
U-1995,2,4,3,1,Fatiga_Fisica
U-1996,2,3,1,1,Fatiga_Fisica
U-1997,2,4,2,1,Fatiga_Fisica
U-1998,2,1,2,2,Fatiga_Fisica
U-1999,2,3,3,3,Fatiga_Fisica
U-2000,2,3,3,2,Fatiga_Fisica
U-2001,2,4,3,2,Fatiga_Fisica
U-2002,2,4,3,2,Fatiga_Fisica
U-2003,1,4,3,2,Fatiga_Fisica
U-2004,3,3,3,2,Fatiga_Fisica
U-2005,1,4,1,3,Fatiga_Fisica
U-2006,3,3,3,1,Fatiga_Fisica
U-2007,2,1,2,3,Fatiga_Fisica
U-2008,1,4,2,1,Fatiga_Fisica
U-2009,3,4,3,1,Fatiga_Fisica
U-2010,3,3,3,1,Fatiga_Fisica
U-2011,1,3,1,2,Fatiga_Fisica
U-2012,2,4,3,3,Fatiga_Fisica
U-2013,1,3,3,2,Fatiga_Fisica
U-2014,2,3,2,1,Hiperactividad_Ansiosa
U-2015,3,2,2,2,Fatiga_Fisica
U-2016,3,4,3,3,Burnout
U-2017,1,3,3,1,Burnout
U-2018,1,3,2,1,Fatiga_Fisica
U-2019,3,2,1,3,Fatiga_Fisica
U-2020,2,3,3,1,Fatiga_Fisica
U-2021,2,3,3,2,Fatiga_Fisica
U-2022,2,4,2,2,Fatiga_Fisica
U-2023,2,2,2,1,Fatiga_Fisica
U-2024,2,3,1,3,Fatiga_Fisica
U-2025,2,2,3,1,Fatiga_Fisica
U-2026,3,4,1,1,Fatiga_Fisica
U-2027,2,3,1,3,Hiperactividad_Ansiosa
U-2028,2,2,2,3,Fatiga_Fisica
U-2029,1,4,2,3,Fatiga_Fisica
U-2030,2,4,3,3,Fatiga_Fisica
U-2031,2,4,2,2,Fatiga_Fisica
U-2032,1,3,2,1,Fatiga_Fisica
U-2033,2,3,1,3,Fatiga_Fisica
U-2034,2,4,1,2,Fatiga_Fisica
U-2035,1,3,2,1,Hiperactividad_Ansiosa
U-2036,2,4,2,2,Fatiga_Fisica
U-2037,1,2,2,2,Fatiga_Fisica
U-2038,1,3,1,3,Fatiga_Fisica
U-2039,2,3,1,2,Fatiga_Fisica
U-2040,2,2,3,2,Hiperactividad_Ansiosa
U-2041,1,4,2,2,Burnout
U-2042,1,3,1,1,Fatiga_Fisica
U-2043,3,3,2,3,Fatiga_Fisica
U-2044,1,2,3,1,Fatiga_Fisica
U-2045,3,3,1,1,Fatiga_Fisica
U-2046,3,3,2,3,Burnout
U-2047,3,3,2,2,Fatiga_Fisica
U-2048,1,3,1,3,Fatiga_Fisica
U-2049,2,4,3,3,Fatiga_Fisica
U-2050,3,2,2,2,Fatiga_Fisica
U-2051,2,3,2,2,Fatiga_Fisica
U-2052,2,2,3,2,Fatiga_Fisica
U-2053,1,2,2,2,Burnout
U-2054,2,4,2,2,Burnout
U-2055,1,3,3,2,Fatiga_Fisica
U-2056,2,1,2,1,Fatiga_Fisica
U-2057,3,4,2,2,Fatiga_Fisica
U-2058,2,4,1,3,Fatiga_Fisica
U-2059,1,3,1,2,Hiperactividad_Ansiosa
U-2060,1,4,3,1,Fatiga_Fisica
U-2061,3,4,3,3,Fatiga_Fisica
U-2062,1,2,1,2,Fatiga_Fisica
U-2063,2,4,2,1,Fatiga_Fisica
U-2064,1,4,2,2,Fatiga_Fisica
U-2065,3,3,2,2,Fatiga_Fisica
U-2066,2,4,1,2,Fatiga_Fisica
U-2067,2,2,2,3,Fatiga_Fisica
U-2068,3,3,2,1,Fatiga_Fisica
U-2069,1,4,3,3,Fatiga_Fisica
U-2070,1,4,2,1,Fatiga_Fisica
U-2071,1,4,3,1,Fatiga_Fisica
U-2072,1,3,1,3,Fatiga_Fisica
U-2073,1,3,2,3,Burnout
U-2074,3,3,1,2,Fatiga_Fisica
U-2075,1,2,1,1,Fatiga_Fisica
U-2076,3,2,1,2,Fatiga_Fisica
U-2077,3,2,2,2,Fatiga_Fisica
U-2078,1,4,2,1,Fatiga_Fisica
U-2079,2,3,3,3,Fatiga_Fisica
U-2080,2,3,1,2,Fatiga_Fisica
U-2081,2,3,2,2,Fatiga_Fisica
U-2082,2,3,3,2,Fatiga_Fisica
U-2083,2,3,1,2,Fatiga_Fisica
U-2084,3,4,2,1,Fatiga_Fisica
U-2085,2,4,2,1,Fatiga_Fisica
U-2086,2,4,2,2,Fatiga_Fisica
U-2087,2,3,2,2,Fatiga_Fisica
U-2088,1,2,1,3,Fatiga_Fisica
U-2089,3,3,3,2,Fatiga_Fisica
U-2090,1,2,2,1,Fatiga_Fisica
U-2091,2,2,1,2,Fatiga_Fisica
U-2092,2,2,2,2,Fatiga_Fisica
U-2093,1,4,2,1,Fatiga_Fisica
U-2094,1,3,2,3,Burnout
U-2095,1,4,2,2,Fatiga_Fisica
U-2096,2,2,1,3,Fatiga_Fisica
U-2097,1,4,1,1,Fatiga_Fisica
U-2098,2,4,2,3,Fatiga_Fisica
U-2099,1,2,2,3,Fatiga_Fisica
U-2100,2,3,1,2,Fatiga_Fisica
U-2101,2,4,3,2,Fatiga_Fisica
U-2102,2,2,2,2,Fatiga_Fisica
U-2103,2,4,3,2,Fatiga_Fisica
U-2104,3,4,2,3,Fatiga_Fisica
U-2105,1,2,2,2,Burnout
